dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,numCoveredRequirments,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,fullreduce,reducedwith,testSuiteReduction,reducePredicates,originalinsertscount,reducedinsertscount,finalinsertscounter,numCoveredReqReduced,originalNumOfNulls,reducedNumOfNulls,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken,killed_mutants,total_mutants,mutationScore,reductionTime
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,197,33,9,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,50,50,19,33,30,15,459,79,5,83,636,23,30,76.67,140
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,157,38,8,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,78,78,26,38,28,12,472,123,9,111,728,18,18,100,138
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,3495,190,20,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,384,384,102,190,167,49,2833,4050,18,2206,9117,94,94,100,1780
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,128,34,6,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,68,68,24,34,27,11,473,98,8,92,683,14,14,100,155
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,1023,56,20,AllOperatorsNoFKANormalisedWithClassifiers,44,48,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,120,111,47,56,28,14,927,193,15,294,1441,29,32,90.62,276
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,118,16,6,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,23,23,12,16,24,11,420,63,4,39,536,14,16,87.5,122
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,318,35,15,AllOperatorsNoFKANormalisedWithClassifiers,35,38,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,73,72,34,35,10,7,527,141,8,197,883,23,25,92,140
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,1707,20,10,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,30,30,14,20,6,5,863,96,7,89,1065,18,22,81.82,100
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,98.11320754716981,104586,52,17,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,144,131,50,52,43,17,5358,230,10,423,6031,43,49,87.76,295
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,3346,250,122,AllOperatorsNoFKANormalisedWithClassifiers,315,347,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,687,670,342,250,68,57,2285,8818,97,23297,34508,184,206,89.32,1222
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,2384,171,12,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,257,257,93,171,79,43,1538,610,15,975,3147,86,86,100,932
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,193,34,13,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,72,71,32,34,19,10,531,186,8,212,947,34,39,87.18,142
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,1448,147,70,AllOperatorsNoFKANormalisedWithClassifiers,184,192,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,595,581,252,147,41,32,1785,1956,46,6346,10144,110,112,98.21,971
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,1912,247,30,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,381,381,157,247,121,67,1963,2288,22,2832,7115,134,134,100,1383
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,100,672,118,50,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,192,192,96,118,42,29,799,647,21,1857,3333,82,95,86.32,363
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,27,NA,99.2619926199262,201168,269,113,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,403,403,225,269,94,67,5571,4061,81,16306,26030,165,193,85.49,851
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,48,12,5,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,19,19,10,12,11,5,395,44,4,23,475,8,10,80,101
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,1197,177,46,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,274,274,104,177,152,69,1214,1730,18,2864,5838,151,179,84.36,710
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,1828,158,100,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,256,256,158,158,55,49,2641,1928,41,5599,10222,141,184,76.63,1724
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,3163,229,57,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,356,356,105,229,341,91,2974,5120,24,6621,14748,238,334,71.26,2141
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,197,33,9,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,50,50,19,33,30,15,477,77,5,82,650,23,30,76.67,157
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,189,38,8,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,78,78,25,38,27,11,500,135,7,111,765,18,18,100,154
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,3556,190,20,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,384,384,102,190,166,50,2910,3954,16,2211,9101,94,94,100,1857
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,128,34,6,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,68,68,23,34,25,10,431,89,5,87,621,14,14,100,128
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,1032,56,20,AllOperatorsNoFKANormalisedWithClassifiers,45,48,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,120,112,48,56,28,14,922,205,12,300,1452,30,32,93.75,277
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,118,16,6,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,23,23,12,16,24,11,417,64,4,38,532,14,16,87.5,115
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,311,35,15,AllOperatorsNoFKANormalisedWithClassifiers,35,38,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,73,72,34,35,10,7,543,144,8,194,898,23,25,92,170
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,2067,20,10,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,30,30,14,20,6,5,968,90,8,113,1192,18,22,81.82,56
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,98.11320754716981,105166,52,16,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,144,130,47,52,43,17,5357,277,10,413,6067,43,49,87.76,29
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,3346,250,122,AllOperatorsNoFKANormalisedWithClassifiers,315,347,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,687,670,342,250,68,57,2546,8858,94,23383,34892,184,206,89.32,1437
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,2384,171,12,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,257,257,93,171,79,43,1475,643,14,955,3098,86,86,100,901
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,193,34,13,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,72,71,32,34,19,10,526,148,8,200,892,34,39,87.18,139
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,1448,147,70,AllOperatorsNoFKANormalisedWithClassifiers,184,192,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,595,581,252,147,41,32,1715,1850,47,6069,9690,110,112,98.21,801
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,1912,247,30,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,381,381,157,247,121,67,2038,2321,21,2763,7155,134,134,100,1406
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,100,672,118,50,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,192,192,96,118,42,29,827,638,20,1853,3347,82,95,86.32,344
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,28,NA,99.2619926199262,201168,269,113,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,403,403,225,269,94,67,5736,4098,86,15805,25736,165,193,85.49,786
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,48,12,5,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,19,19,10,12,11,5,379,45,4,27,463,8,10,80,96
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,1281,177,46,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,274,274,104,177,151,69,1363,1769,20,2880,6042,151,179,84.36,824
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,1828,158,100,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,256,256,158,158,55,49,2583,2010,37,5637,10277,141,184,76.63,1647
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,3174,229,57,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,356,356,106,229,343,93,2806,4952,23,6765,14555,238,334,71.26,1968
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,197,33,9,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,50,50,19,33,30,15,449,81,5,94,639,23,30,76.67,141
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,285,38,8,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,78,78,25,38,28,12,497,113,6,110,735,18,18,100,149
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,3514,190,20,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,384,384,102,190,162,50,2961,3987,17,2208,9183,94,94,100,1878
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,128,34,6,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,68,68,24,34,25,10,464,98,6,89,665,14,14,100,150
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,1051,56,20,AllOperatorsNoFKANormalisedWithClassifiers,45,48,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,120,112,48,56,28,14,890,204,14,291,1411,30,32,93.75,222
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,118,16,6,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,23,23,12,16,24,11,412,62,4,40,528,14,16,87.5,90
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,318,35,15,AllOperatorsNoFKANormalisedWithClassifiers,35,38,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,73,72,34,35,10,7,553,150,8,205,926,23,25,92,167
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,1857,20,10,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,30,30,14,20,6,5,946,121,8,109,1196,18,22,81.82,207
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,98.11320754716981,107039,52,17,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,144,132,50,52,42,17,5529,269,10,417,6235,43,49,87.76,424
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,3346,250,122,AllOperatorsNoFKANormalisedWithClassifiers,315,347,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,687,670,342,250,68,57,2398,8799,90,23154,34453,184,206,89.32,1302
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,2384,171,12,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,257,257,93,171,79,43,1575,736,16,955,3292,86,86,100,986
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,193,34,13,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,72,71,32,34,19,10,521,172,8,231,943,34,39,87.18,151
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,1448,147,70,AllOperatorsNoFKANormalisedWithClassifiers,184,192,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,595,581,252,147,41,32,1849,1953,49,6044,9907,110,112,98.21,964
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,1912,247,30,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,381,381,157,247,121,67,2073,2244,21,2767,7116,134,134,100,1359
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,100,672,118,50,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,192,192,96,118,42,29,829,642,21,1870,3371,82,95,86.32,351
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,29,NA,99.2619926199262,201168,269,113,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,403,403,225,269,94,67,5514,4026,79,16834,26463,165,193,85.49,829
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,48,12,5,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,19,19,10,12,11,5,388,50,4,26,477,8,10,80,90
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,1233,177,45,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,274,274,103,177,154,70,1149,1530,25,2823,5537,151,179,84.36,666
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,1828,158,100,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,256,256,158,158,55,49,2612,2028,39,5616,10306,141,184,76.63,1630
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,3153,229,57,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,356,356,103,229,331,83,2954,5121,23,6609,14718,238,334,71.26,2046
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,197,33,9,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,50,50,19,33,30,15,469,85,5,98,666,23,30,76.67,155
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,190,38,8,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,78,78,25,38,28,12,485,126,6,109,736,18,18,100,130
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,3596,190,20,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,384,384,102,190,163,49,3088,3984,17,2239,9337,94,94,100,2013
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,130,34,6,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,68,68,24,34,26,10,459,100,6,94,668,14,14,100,140
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,1002,56,20,AllOperatorsNoFKANormalisedWithClassifiers,44,48,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,120,111,47,56,28,14,831,195,10,281,1326,29,32,90.62,174
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,118,16,6,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,23,23,12,16,24,11,409,71,4,42,537,14,16,87.5,104
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,314,35,15,AllOperatorsNoFKANormalisedWithClassifiers,35,38,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,73,72,34,35,9,7,587,149,8,208,961,23,25,92,222
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,1905,20,10,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,30,30,14,20,6,5,898,87,6,99,1099,18,22,81.82,134
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,98.11320754716981,102882,52,19,AllOperatorsNoFKANormalisedWithClassifiers,57,67,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,144,132,55,52,28,13,5159,250,11,457,5888,41,49,83.67,322
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,3346,250,122,AllOperatorsNoFKANormalisedWithClassifiers,315,347,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,687,670,342,250,68,57,2620,8812,90,23417,34949,184,206,89.32,1644
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,2384,171,12,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,257,257,93,171,79,43,1478,599,20,951,3059,86,86,100,859
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,193,34,13,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,72,71,32,34,19,10,513,164,11,201,903,34,39,87.18,138
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,1448,147,70,AllOperatorsNoFKANormalisedWithClassifiers,184,192,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,595,581,252,147,41,32,1710,1899,45,6497,10161,110,112,98.21,896
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,1912,247,30,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,381,381,157,247,121,67,1966,2247,25,2759,7008,134,134,100,1333
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,100,672,118,50,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,192,192,96,118,42,29,879,624,21,1837,3370,82,95,86.32,445
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,30,NA,99.2619926199262,201168,269,113,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,TRUE,TRUE,sticcer,fullreduce,FALSE,403,403,225,269,94,67,5701,4024,78,16370,26183,165,193,85.49,1040
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,48,12,8,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,19,19,12,12,8,5,314,45,4,30,402,8,10,80,40
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,1211,177,83,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,274,274,126,177,114,66,1373,1481,29,4709,7602,151,179,84.36,815
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,1828,158,103,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,256,256,153,158,49,49,2754,1965,40,5389,10158,141,184,76.63,1838
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,3241,229,115,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,356,356,179,229,294,167,5800,4923,44,12746,23521,238,334,71.26,4940
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,197,33,17,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,50,50,26,33,23,15,381,85,9,154,639,23,30,76.67,70
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,171,38,17,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,78,78,34,38,18,12,392,120,8,174,704,18,18,100,63
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,3541,190,81,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,384,384,150,190,118,49,4561,3998,32,6400,15001,94,94,100,3488
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,149,34,16,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,68,68,32,34,17,11,360,89,8,167,634,14,14,100,45
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,1049,56,32,AllOperatorsNoFKANormalisedWithClassifiers,45,48,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,120,112,61,56,21,14,817,218,12,401,1459,30,32,93.75,150
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,118,16,9,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,23,23,14,16,18,10,337,60,4,50,461,14,16,87.5,17
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,319,35,17,AllOperatorsNoFKANormalisedWithClassifiers,34,38,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,73,72,34,35,9,7,488,143,8,206,854,22,25,88,120
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,3666,20,12,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,30,30,15,20,5,5,1076,80,6,97,1268,18,22,81.82,45
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,98.11320754716981,106706,52,27,AllOperatorsNoFKANormalisedWithClassifiers,58,67,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,144,134,63,52,29,15,5195,249,15,550,6019,42,49,85.71,-15
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,3346,250,130,AllOperatorsNoFKANormalisedWithClassifiers,314,347,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,687,670,336,250,59,57,2884,8905,91,22810,34702,183,206,88.83,1721
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,2384,171,86,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,257,257,129,171,43,43,1915,522,28,2964,5439,86,86,100,1361
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,193,34,19,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,72,71,39,34,15,9,481,149,9,258,908,34,39,87.18,95
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,1448,147,78,AllOperatorsNoFKANormalisedWithClassifiers,183,192,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,595,581,293,147,36,32,1846,2053,53,6444,10407,109,112,97.32,1064
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,1912,247,139,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,381,381,206,247,67,67,2600,2159,50,9286,14105,134,134,100,1928
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,1,NA,100,672,118,66,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,HGS,fullreduce,FALSE,192,192,98,118,29,29,820,653,24,2107,3614,82,95,86.32,347
