dbms,casestudy,criterion,datagenerator,randomseed,testsuitefile,coverage,evaluations,numCoveredRequirments,tests,mutationpipeline,scorenumerator,scoredenominator,technique,transactions,fullreduce,reducedwith,testSuiteReduction,reducePredicates,originalinsertscount,reducedinsertscount,finalinsertscounter,numCoveredReqReduced,originalNumOfNulls,reducedNumOfNulls,testgenerationtime,mutantgenerationtime,originalresultstime,mutationanalysistime,timetaken,killed_mutants,total_mutants,mutationScore,reductionTime
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,193,34,20,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,72,71,42,34,15,10,516,149,10,261,945,34,39,87.18,147
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,1448,147,84,AllOperatorsNoFKANormalisedWithClassifiers,184,192,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,595,581,313,147,36,32,1600,1945,62,7260,10883,110,112,98.21,779
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,1912,247,147,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,381,381,220,247,67,67,1801,2223,54,8641,12730,134,134,100,1211
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,100,672,118,69,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,192,192,102,118,29,29,848,624,24,2182,3688,82,95,86.32,398
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,5,NA,99.2619926199262,201168,269,167,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,403,403,250,269,67,67,5739,4034,106,22087,31976,165,193,85.49,1098
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,48,12,8,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,19,19,12,12,8,5,395,45,4,32,486,8,10,80,119
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,1193,177,90,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,274,274,136,177,114,69,1129,1564,27,4953,7684,151,179,84.36,640
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,1828,158,106,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,256,256,158,158,49,49,2140,1877,41,5696,9764,141,184,76.63,1300
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,3223,229,89,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,356,356,124,229,292,78,2504,4926,32,9832,17304,238,334,71.26,1681
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,197,33,17,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,50,50,26,33,23,15,440,73,6,144,673,23,30,76.67,119
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,157,38,18,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,78,78,35,38,17,11,488,113,10,181,802,18,18,100,161
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,3537,190,82,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,384,384,151,190,111,49,2639,3985,30,6542,13205,94,94,100,1647
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,128,34,18,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,68,68,37,34,17,10,452,96,8,170,736,14,14,100,153
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,1003,56,31,AllOperatorsNoFKANormalisedWithClassifiers,44,48,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,120,111,58,56,22,14,825,219,17,408,1479,29,32,90.62,239
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,118,16,10,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,23,23,15,16,18,11,431,63,5,53,561,14,16,87.5,124
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,307,35,19,AllOperatorsNoFKANormalisedWithClassifiers,35,38,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,73,72,39,35,9,7,569,144,10,254,987,23,25,92,169
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,2029,20,12,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,30,30,15,20,5,5,967,89,6,97,1169,18,22,81.82,122
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,98.11320754716981,105359,52,28,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,144,133,66,52,29,17,5172,258,19,608,6070,43,49,87.76,141
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,3346,250,142,AllOperatorsNoFKANormalisedWithClassifiers,315,347,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,687,670,366,250,59,57,2180,8822,105,25542,36660,184,206,89.32,1225
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,2384,171,89,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,257,257,134,171,43,43,1433,555,27,3000,5025,86,86,100,808
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,193,34,20,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,72,71,42,34,15,10,512,146,9,268,945,34,39,87.18,133
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,1448,147,84,AllOperatorsNoFKANormalisedWithClassifiers,184,192,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,595,581,313,147,36,32,1558,1887,55,7589,11098,110,112,98.21,606
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,1912,247,147,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,381,381,220,247,67,67,1828,2298,59,8435,12631,134,134,100,1217
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,100,672,118,69,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,192,192,102,118,29,29,770,629,24,2222,3655,82,95,86.32,241
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,6,NA,99.2619926199262,201168,269,167,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,403,403,250,269,67,67,5607,3969,106,21396,31089,165,193,85.49,948
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,48,12,8,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,19,19,12,12,8,5,385,44,4,30,472,8,10,80,112
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,1191,177,90,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,274,274,136,177,114,69,1085,1657,38,5268,8059,151,179,84.36,503
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,1828,158,106,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,256,256,158,158,49,49,2221,2078,40,5762,10113,141,184,76.63,1373
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,3148,229,91,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,356,356,128,229,294,86,2426,4991,32,9993,17453,238,334,71.26,1564
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,197,33,17,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,50,50,26,33,23,15,458,86,9,148,712,23,30,76.67,129
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,195,38,18,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,78,78,35,38,17,11,518,119,10,204,862,18,18,100,173
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,3524,190,82,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,384,384,151,190,116,50,2573,4048,34,6473,13139,94,94,100,1468
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,131,34,18,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,68,68,37,34,16,10,441,91,8,171,721,14,14,100,123
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,1023,56,31,AllOperatorsNoFKANormalisedWithClassifiers,44,48,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,120,111,58,56,22,14,812,215,14,395,1457,29,32,90.62,197
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,118,16,10,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,23,23,15,16,18,11,441,72,5,55,583,14,16,87.5,137
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,318,35,19,AllOperatorsNoFKANormalisedWithClassifiers,35,38,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,73,72,39,35,9,7,540,138,9,229,925,23,25,92,151
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,2137,20,12,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,30,30,15,20,5,5,930,86,6,92,1123,18,22,81.82,110
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,98.11320754716981,104333,52,29,AllOperatorsNoFKANormalisedWithClassifiers,58,67,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,144,133,68,52,29,17,5571,241,13,621,6457,42,49,85.71,471
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,3346,250,142,AllOperatorsNoFKANormalisedWithClassifiers,315,347,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,687,670,366,250,59,57,2263,8627,99,26108,37108,184,206,89.32,1140
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,2384,171,89,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,257,257,134,171,43,43,1479,549,28,3019,5086,86,86,100,884
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,193,34,20,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,72,71,42,34,15,10,591,157,12,282,1054,34,39,87.18,232
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,1448,147,84,AllOperatorsNoFKANormalisedWithClassifiers,184,192,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,595,581,313,147,36,32,1539,1927,52,7567,11096,110,112,98.21,733
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,1912,247,147,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,381,381,220,247,67,67,1780,2226,58,8637,12712,134,134,100,1152
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,100,672,118,69,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,192,192,102,118,29,29,772,643,24,2171,3620,82,95,86.32,331
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,7,NA,99.2619926199262,201168,269,167,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,403,403,250,269,67,67,5458,4068,111,22533,32181,165,193,85.49,706
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,48,12,8,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,19,19,12,12,8,5,390,46,4,33,482,8,10,80,97
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,1197,177,91,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,274,274,138,177,116,72,1036,1762,29,5190,8028,151,179,84.36,556
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,1828,158,106,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,256,256,158,158,49,49,2239,1958,39,5657,9905,141,184,76.63,1318
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,3174,229,94,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,356,356,134,229,297,97,2380,5139,35,10742,18308,238,334,71.26,1577
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,197,33,17,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,50,50,26,33,23,15,479,88,7,151,734,23,30,76.67,162
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,231,38,18,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,78,78,35,38,19,13,490,130,9,183,821,18,18,100,119
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,3586,190,82,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,384,384,151,190,118,49,2572,4097,31,6501,13210,94,94,100,1541
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,128,34,18,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,68,68,37,34,17,11,440,93,8,169,720,14,14,100,124
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,1022,56,31,AllOperatorsNoFKANormalisedWithClassifiers,44,48,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,120,111,58,56,22,14,868,193,12,410,1492,29,32,90.62,261
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,118,16,10,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,23,23,15,16,18,11,417,63,5,53,548,14,16,87.5,112
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,300,35,19,AllOperatorsNoFKANormalisedWithClassifiers,35,38,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,73,72,39,35,9,7,535,148,9,230,932,23,25,92,158
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,1696,20,12,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,30,30,15,20,5,5,927,110,8,118,1174,18,22,81.82,216
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,98.11320754716981,105731,52,29,AllOperatorsNoFKANormalisedWithClassifiers,59,67,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,144,134,69,52,29,17,5850,259,14,640,6774,43,49,87.76,656
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,3346,250,142,AllOperatorsNoFKANormalisedWithClassifiers,315,347,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,687,670,366,250,59,57,2359,8709,105,25321,36504,184,206,89.32,1268
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,2384,171,89,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,257,257,134,171,43,43,1488,553,28,3011,5090,86,86,100,898
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,193,34,20,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,72,71,42,34,15,10,521,170,13,283,1000,34,39,87.18,147
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,1448,147,84,AllOperatorsNoFKANormalisedWithClassifiers,184,192,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,595,581,313,147,36,32,1960,1843,56,7178,11047,110,112,98.21,995
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,1912,247,147,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,381,381,220,247,67,67,1760,2196,58,8683,12709,134,134,100,1159
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,100,672,118,69,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,192,192,102,118,29,29,838,645,24,2218,3735,82,95,86.32,382
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,8,NA,99.2619926199262,201168,269,167,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,403,403,250,269,67,67,5649,4021,142,21870,31692,165,193,85.49,730
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,48,12,8,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,19,19,12,12,8,5,382,49,4,34,479,8,10,80,96
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,1281,177,90,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,274,274,136,177,115,70,1094,1570,29,5331,8034,151,179,84.36,552
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,1828,158,106,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,256,256,158,158,49,49,2226,1917,40,5728,9923,141,184,76.63,1254
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,3193,229,93,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,356,356,132,229,297,94,2402,4890,33,10759,18095,238,334,71.26,1570
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,197,33,17,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,50,50,26,33,23,15,474,79,7,144,714,23,30,76.67,149
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,315,38,18,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,78,78,35,38,18,11,497,114,8,189,819,18,18,100,128
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,3525,190,82,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,384,384,151,190,121,52,2616,4116,31,6476,13250,94,94,100,1564
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,128,34,18,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,68,68,37,34,16,10,445,95,8,181,739,14,14,100,110
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,1024,56,31,AllOperatorsNoFKANormalisedWithClassifiers,44,48,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,120,111,58,56,22,14,883,195,12,403,1504,29,32,90.62,179
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,118,16,10,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,23,23,15,16,18,11,409,62,5,55,541,14,16,87.5,111
SQLite,NistXTS749,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,317,35,19,AllOperatorsNoFKANormalisedWithClassifiers,35,38,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,73,72,39,35,9,7,532,142,9,230,922,23,25,92,142
SQLite,Person,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,1985,20,12,AllOperatorsNoFKANormalisedWithClassifiers,18,23,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,30,30,15,20,5,5,979,131,7,127,1258,18,22,81.82,128
SQLite,Products,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,98.11320754716981,105621,52,29,AllOperatorsNoFKANormalisedWithClassifiers,58,67,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,144,134,68,52,29,17,5396,273,15,629,6323,42,49,85.71,149
SQLite,RiskIt,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,3346,250,142,AllOperatorsNoFKANormalisedWithClassifiers,315,347,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,687,670,366,250,59,57,2171,8670,103,25761,36716,184,206,89.32,1137
SQLite,StackOverflow,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,2384,171,89,AllOperatorsNoFKANormalisedWithClassifiers,129,129,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,257,257,134,171,43,43,1466,543,28,2952,4999,86,86,100,850
SQLite,StudentResidence,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,193,34,20,AllOperatorsNoFKANormalisedWithClassifiers,38,45,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,72,71,42,34,15,10,554,180,10,318,1071,34,39,87.18,188
SQLite,UnixUsage,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,1448,147,84,AllOperatorsNoFKANormalisedWithClassifiers,184,192,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,595,581,313,147,36,32,1614,2001,62,7518,11207,110,112,98.21,700
SQLite,Usda,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,1912,247,147,AllOperatorsNoFKANormalisedWithClassifiers,201,201,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,381,381,220,247,67,67,1825,2217,58,8571,12683,134,134,100,1224
SQLite,WordNet,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,100,672,118,69,AllOperatorsNoFKANormalisedWithClassifiers,90,107,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,192,192,102,118,29,29,849,670,24,2026,3578,82,95,86.32,394
SQLite,BookTown,ClauseAICC+AUCC+ANCC,avsDefaults,9,NA,99.2619926199262,201168,269,167,AllOperatorsNoFKANormalisedWithClassifiers,194,235,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,403,403,250,269,67,67,5721,4061,105,22540,32437,165,193,85.49,1030
SQLite,Iso3166,ClauseAICC+AUCC+ANCC,avsDefaults,10,NA,100,48,12,8,AllOperatorsNoFKANormalisedWithClassifiers,8,11,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,19,19,12,12,8,5,380,45,4,30,469,8,10,80,100
SQLite,IsoFlav_R2,ClauseAICC+AUCC+ANCC,avsDefaults,10,NA,100,1233,177,90,AllOperatorsNoFKANormalisedWithClassifiers,188,219,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,274,274,136,177,115,70,1092,1623,29,5290,8045,151,179,84.36,603
SQLite,JWhoisServer,ClauseAICC+AUCC+ANCC,avsDefaults,10,NA,100,1828,158,106,AllOperatorsNoFKANormalisedWithClassifiers,141,190,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,256,256,158,158,49,49,2262,1911,40,5561,9786,141,184,76.63,1434
SQLite,MozillaExtensions,ClauseAICC+AUCC+ANCC,avsDefaults,10,NA,100,3163,229,92,AllOperatorsNoFKANormalisedWithClassifiers,266,364,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,356,356,130,229,295,90,2347,4988,33,10395,17774,238,334,71.26,1512
SQLite,MozillaPermissions,ClauseAICC+AUCC+ANCC,avsDefaults,10,NA,100,197,33,17,AllOperatorsNoFKANormalisedWithClassifiers,23,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,50,50,26,33,23,15,452,89,6,152,708,23,30,76.67,125
SQLite,NistDML181,ClauseAICC+AUCC+ANCC,avsDefaults,10,NA,100,264,38,18,AllOperatorsNoFKANormalisedWithClassifiers,33,33,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,78,78,35,38,18,12,551,129,9,195,894,18,18,100,197
SQLite,NistDML182,ClauseAICC+AUCC+ANCC,avsDefaults,10,NA,100,3537,190,82,AllOperatorsNoFKANormalisedWithClassifiers,351,351,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,384,384,151,190,114,50,2598,4037,31,6462,13138,94,94,100,1540
SQLite,NistDML183,ClauseAICC+AUCC+ANCC,avsDefaults,10,NA,100,128,34,18,AllOperatorsNoFKANormalisedWithClassifiers,31,31,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,68,68,37,34,16,10,463,103,8,174,758,14,14,100,139
SQLite,NistWeather,ClauseAICC+AUCC+ANCC,avsDefaults,10,NA,100,1028,56,31,AllOperatorsNoFKANormalisedWithClassifiers,44,48,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,120,111,58,56,22,14,863,193,34,391,1492,29,32,90.62,126
SQLite,NistXTS748,ClauseAICC+AUCC+ANCC,avsDefaults,10,NA,100,118,16,10,AllOperatorsNoFKANormalisedWithClassifiers,16,19,mutantTiming,TRUE,TRUE,greedy,fullreduce,FALSE,23,23,15,16,18,11,431,61,5,53,561,14,16,87.5,119
